		Ormond	Beach	1	0	0	0	0	1	0	0	0	38674					
		Oviedo	1	0	0	0	0	1	0	0	0	33985					
		Palm	Bay	0	0	0	0	1	1	0	0	0	104635					
		Pensacola	3	0	1	0	0	1	2	1	0	52909					
		Pinellas	Park	1	0	0	0	0	0	0	0	1	49821					
		Pompano	Beach	2	0	1	0	0	0	0	3	0	103003					
		Port	St.	Lucie	0	1	1	0	0	1	0	0	1	168416					
		Sanford	1	0	0	0	0	0	0	0	1	54662					
		Stuart	0	2	0	0	0	1	1	0	0	15932					
		Tallahassee	1	0	0	0	0	0	1	0	0	185461					
		Temple	Terrace	0	0	0	1	0	0	0	0	1	25659					
		Village	of	Pinecrest	1	0	0	0	0	1	0	0	0	18912					
		Wellington	0	1	0	0	0	0	0	0	1	57943					
		Wilton	Manors	0	0	2	0	0	0	1	1	0	12005					
		Winter	Garden	0	0	3	0	0	0	0	0	3	35768					
	Universities	and	Colleges		6	0	4	1	0										
		New	College	of	Florida	0	0	0	1	0	0	0	0	1	845					
		University	of	Central	Florida	1	0	0	0	0	0	1	0	0	58465					
		University	of	Florida	3	0	1	0	0	0	0	3	1	49589					
		University	of	South	Florida		Tampa	0	0	2	0	0	0	0	2	0	39596					
		University	of	West	Florida	2	0	1	0	0	0	2	1	0	11982					
	Metropolitan	Counties		27	3	13	3	0										
		Alachua	1	0	2	0	0	0	1	1	1						
		Baker	1	0	0	0	0	1	0	0	0						
		Brevard	1	0	0	0	0	0	0	1	0						
		Clay	1	0	0	1	0	1	0	0	1						
		Collier	1	0	1	0	0	0	0	2	0						
